comments,duration,event,main_speaker,title,published_date,ratings,views
991,1177,TEDGlobal 2005,Barry Schwartz,Barry Schwartz: The paradox of choice,1159229460,"[{'id': 7, 'name': 'Funny', 'count': 1526}, {'id': 11, 'name': 'Longwinded', 'count': 178}, {'id': 9, 'name': 'Ingenious', 'count': 1201}, {'id': 3, 'name': 'Courageous', 'count': 400}, {'id': 1, 'name': 'Beautiful', 'count': 277}, {'id': 8, 'name': 'Informative', 'count': 2532}, {'id': 10, 'name': 'Inspiring', 'count': 2427}, {'id': 22, 'name': 'Fascinating', 'count': 2491}, {'id': 21, 'name': 'Unconvincing', 'count': 324}, {'id': 2, 'name': 'Confusing', 'count': 54}, {'id': 24, 'name': 'Persuasive', 'count': 2478}, {'id': 23, 'name': 'Jaw-dropping', 'count': 521}, {'id': 25, 'name': 'OK', 'count': 421}, {'id': 26, 'name': 'Obnoxious', 'count': 115}]",10000702
213,1129,TED2005,Eva Vertes,Eva Vertes: Meet the future of cancer research,1159747860,"[{'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 3, 'name': 'Courageous', 'count': 171}, {'id': 9, 'name': 'Ingenious', 'count': 279}, {'id': 8, 'name': 'Informative', 'count': 277}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 11, 'name': 'Longwinded', 'count': 84}, {'id': 10, 'name': 'Inspiring', 'count': 377}, {'id': 22, 'name': 'Fascinating', 'count': 356}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 58}, {'id': 24, 'name': 'Persuasive', 'count': 93}, {'id': 23, 'name': 'Jaw-dropping', 'count': 152}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 7, 'name': 'Funny', 'count': 13}]",1030267
612,1365,TEDGlobal 2005,Aubrey de Grey,Aubrey de Grey: A roadmap to end aging,1159747860,"[{'id': 21, 'name': 'Unconvincing', 'count': 309}, {'id': 7, 'name': 'Funny', 'count': 215}, {'id': 3, 'name': 'Courageous', 'count': 350}, {'id': 11, 'name': 'Longwinded', 'count': 215}, {'id': 2, 'name': 'Confusing', 'count': 206}, {'id': 9, 'name': 'Ingenious', 'count': 297}, {'id': 1, 'name': 'Beautiful', 'count': 65}, {'id': 8, 'name': 'Informative', 'count': 536}, {'id': 10, 'name': 'Inspiring', 'count': 518}, {'id': 22, 'name': 'Fascinating', 'count': 812}, {'id': 24, 'name': 'Persuasive', 'count': 1359}, {'id': 25, 'name': 'OK', 'count': 145}, {'id': 23, 'name': 'Jaw-dropping', 'count': 337}, {'id': 26, 'name': 'Obnoxious', 'count': 120}]",3277740
74,952,TEDGlobal 2005,Iqbal Quadir,Iqbal Quadir: How mobile phones can fight poverty,1160439060,"[{'id': 9, 'name': 'Ingenious', 'count': 112}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 10, 'name': 'Inspiring', 'count': 164}, {'id': 8, 'name': 'Informative', 'count': 153}, {'id': 22, 'name': 'Fascinating', 'count': 61}, {'id': 3, 'name': 'Courageous', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 66}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 1}]",503517
58,773,TEDGlobal 2005,Jacqueline Novogratz,Jacqueline Novogratz: Invest in Africa's own solutions,1160439060,"[{'id': 1, 'name': 'Beautiful', 'count': 60}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 9, 'name': 'Ingenious', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 138}, {'id': 10, 'name': 'Inspiring', 'count': 260}, {'id': 22, 'name': 'Fascinating', 'count': 62}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]",705389
43,1080,TEDGlobal 2005,Sasa Vucinic,Sasa Vucinic: Why we should invest in a free press,1161130260,"[{'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 9, 'name': 'Ingenious', 'count': 42}, {'id': 8, 'name': 'Informative', 'count': 101}, {'id': 10, 'name': 'Inspiring', 'count': 71}, {'id': 22, 'name': 'Fascinating', 'count': 27}, {'id': 25, 'name': 'OK', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 24, 'name': 'Persuasive', 'count': 51}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 23, 'name': 'Jaw-dropping', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 1, 'name': 'Beautiful', 'count': 11}]",580891
67,1125,TEDGlobal 2005,Ashraf Ghani,Ashraf Ghani: How to rebuild a broken state,1161130260,"[{'id': 3, 'name': 'Courageous', 'count': 139}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 1, 'name': 'Beautiful', 'count': 48}, {'id': 9, 'name': 'Ingenious', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 8, 'name': 'Informative', 'count': 218}, {'id': 10, 'name': 'Inspiring', 'count': 113}, {'id': 22, 'name': 'Fascinating', 'count': 44}, {'id': 25, 'name': 'OK', 'count': 51}, {'id': 23, 'name': 'Jaw-dropping', 'count': 35}, {'id': 24, 'name': 'Persuasive', 'count': 112}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 11}]",809226
186,1177,TED2006,Burt Rutan,Burt Rutan: The real future of space exploration,1161735060,"[{'id': 3, 'name': 'Courageous', 'count': 168}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 7, 'name': 'Funny', 'count': 63}, {'id': 9, 'name': 'Ingenious', 'count': 86}, {'id': 21, 'name': 'Unconvincing', 'count': 77}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 8, 'name': 'Informative', 'count': 336}, {'id': 10, 'name': 'Inspiring', 'count': 498}, {'id': 22, 'name': 'Fascinating', 'count': 247}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 25, 'name': 'OK', 'count': 115}, {'id': 23, 'name': 'Jaw-dropping', 'count': 63}, {'id': 24, 'name': 'Persuasive', 'count': 198}, {'id': 26, 'name': 'Obnoxious', 'count': 47}]",2028451
57,1083,TED2005,Ben Saunders,Ben Saunders: Why did I ski to the North Pole?,1161735060,"[{'id': 7, 'name': 'Funny', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 274}, {'id': 1, 'name': 'Beautiful', 'count': 44}, {'id': 21, 'name': 'Unconvincing', 'count': 18}, {'id': 8, 'name': 'Informative', 'count': 44}, {'id': 10, 'name': 'Inspiring', 'count': 288}, {'id': 22, 'name': 'Fascinating', 'count': 124}, {'id': 23, 'name': 'Jaw-dropping', 'count': 74}, {'id': 25, 'name': 'OK', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 2, 'name': 'Confusing', 'count': 1}]",745231
112,1672,TED2005,Bono,Bono: My wish: Three actions for Africa,1162253460,"[{'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 3, 'name': 'Courageous', 'count': 104}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 21, 'name': 'Unconvincing', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 80}, {'id': 10, 'name': 'Inspiring', 'count': 294}, {'id': 22, 'name': 'Fascinating', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 145}, {'id': 9, 'name': 'Ingenious', 'count': 22}, {'id': 23, 'name': 'Jaw-dropping', 'count': 39}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 33}]",718649
58,2065,TED2005,Edward Burtynsky,Edward Burtynsky: My wish: Manufactured landscapes and green education,1162253460,"[{'id': 1, 'name': 'Beautiful', 'count': 106}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 10, 'name': 'Inspiring', 'count': 158}, {'id': 8, 'name': 'Informative', 'count': 184}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 22, 'name': 'Fascinating', 'count': 149}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 95}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 64}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 10}]",975107
33,1609,TED2005,Robert Fischell,Robert Fischell: My wish: Three unusual medical inventions,1162253460,"[{'id': 9, 'name': 'Ingenious', 'count': 126}, {'id': 8, 'name': 'Informative', 'count': 115}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 10, 'name': 'Inspiring', 'count': 48}, {'id': 22, 'name': 'Fascinating', 'count': 74}, {'id': 3, 'name': 'Courageous', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 27}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 1}]",382996
105,1280,TEDGlobal 2005,Peter Donnelly,Peter Donnelly: How juries are fooled by statistics,1162944660,"[{'id': 7, 'name': 'Funny', 'count': 103}, {'id': 2, 'name': 'Confusing', 'count': 67}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 98}, {'id': 9, 'name': 'Ingenious', 'count': 106}, {'id': 8, 'name': 'Informative', 'count': 844}, {'id': 10, 'name': 'Inspiring', 'count': 87}, {'id': 22, 'name': 'Fascinating', 'count': 357}, {'id': 24, 'name': 'Persuasive', 'count': 364}, {'id': 23, 'name': 'Jaw-dropping', 'count': 73}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 2}]",1053758
494,805,TED2006,Michael Shermer,Michael Shermer: Why people believe weird things,1162944660,"[{'id': 7, 'name': 'Funny', 'count': 2751}, {'id': 21, 'name': 'Unconvincing', 'count': 151}, {'id': 9, 'name': 'Ingenious', 'count': 509}, {'id': 1, 'name': 'Beautiful', 'count': 136}, {'id': 2, 'name': 'Confusing', 'count': 51}, {'id': 8, 'name': 'Informative', 'count': 1344}, {'id': 10, 'name': 'Inspiring', 'count': 373}, {'id': 22, 'name': 'Fascinating', 'count': 799}, {'id': 3, 'name': 'Courageous', 'count': 109}, {'id': 11, 'name': 'Longwinded', 'count': 37}, {'id': 24, 'name': 'Persuasive', 'count': 1958}, {'id': 23, 'name': 'Jaw-dropping', 'count': 133}, {'id': 25, 'name': 'OK', 'count': 237}, {'id': 26, 'name': 'Obnoxious', 'count': 157}]",5364639
233,1376,TED2005,Ray Kurzweil,Ray Kurzweil: The accelerating power of technology,1163463060,"[{'id': 3, 'name': 'Courageous', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 207}, {'id': 21, 'name': 'Unconvincing', 'count': 111}, {'id': 2, 'name': 'Confusing', 'count': 91}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 11, 'name': 'Longwinded', 'count': 150}, {'id': 8, 'name': 'Informative', 'count': 806}, {'id': 10, 'name': 'Inspiring', 'count': 388}, {'id': 7, 'name': 'Funny', 'count': 18}, {'id': 22, 'name': 'Fascinating', 'count': 691}, {'id': 23, 'name': 'Jaw-dropping', 'count': 309}, {'id': 24, 'name': 'Persuasive', 'count': 237}, {'id': 25, 'name': 'OK', 'count': 141}, {'id': 26, 'name': 'Obnoxious', 'count': 27}]",2434344
149,1200,TED2005,Kevin Kelly,Kevin Kelly: How technology evolves,1163463060,"[{'id': 9, 'name': 'Ingenious', 'count': 192}, {'id': 8, 'name': 'Informative', 'count': 269}, {'id': 1, 'name': 'Beautiful', 'count': 52}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 87}, {'id': 11, 'name': 'Longwinded', 'count': 147}, {'id': 21, 'name': 'Unconvincing', 'count': 136}, {'id': 10, 'name': 'Inspiring', 'count': 279}, {'id': 22, 'name': 'Fascinating', 'count': 311}, {'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 24, 'name': 'Persuasive', 'count': 1084}, {'id': 25, 'name': 'OK', 'count': 111}, {'id': 23, 'name': 'Jaw-dropping', 'count': 49}, {'id': 26, 'name': 'Obnoxious', 'count': 24}]",1536873
52,848,TED2006,Peter Gabriel,Peter Gabriel: Fight injustice with raw video,1165363860,"[{'id': 3, 'name': 'Courageous', 'count': 180}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 1, 'name': 'Beautiful', 'count': 23}, {'id': 8, 'name': 'Informative', 'count': 145}, {'id': 10, 'name': 'Inspiring', 'count': 222}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 22, 'name': 'Fascinating', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 33}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 36}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]",904215
578,210,TED2005,Richard St. John,Richard St. John: 8 secrets of success,1166055060,"[{'id': 7, 'name': 'Funny', 'count': 2966}, {'id': 1, 'name': 'Beautiful', 'count': 576}, {'id': 21, 'name': 'Unconvincing', 'count': 213}, {'id': 8, 'name': 'Informative', 'count': 1912}, {'id': 10, 'name': 'Inspiring', 'count': 4978}, {'id': 2, 'name': 'Confusing', 'count': 43}, {'id': 22, 'name': 'Fascinating', 'count': 777}, {'id': 9, 'name': 'Ingenious', 'count': 638}, {'id': 3, 'name': 'Courageous', 'count': 457}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 1433}, {'id': 23, 'name': 'Jaw-dropping', 'count': 251}, {'id': 25, 'name': 'OK', 'count': 685}, {'id': 26, 'name': 'Obnoxious', 'count': 57}]",10841210
95,247,TEDSalon 2006,Rives,Rives: If I controlled the Internet,1166055060,"[{'id': 7, 'name': 'Funny', 'count': 949}, {'id': 9, 'name': 'Ingenious', 'count': 377}, {'id': 3, 'name': 'Courageous', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 408}, {'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 8, 'name': 'Informative', 'count': 21}, {'id': 10, 'name': 'Inspiring', 'count': 195}, {'id': 21, 'name': 'Unconvincing', 'count': 56}, {'id': 22, 'name': 'Fascinating', 'count': 186}, {'id': 2, 'name': 'Confusing', 'count': 45}, {'id': 25, 'name': 'OK', 'count': 135}, {'id': 26, 'name': 'Obnoxious', 'count': 73}, {'id': 23, 'name': 'Jaw-dropping', 'count': 94}, {'id': 24, 'name': 'Persuasive', 'count': 25}]",1813665
199,198,TED2006,Dean Ornish,Dean Ornish: The killer American diet that's sweeping the planet,1166055060,"[{'id': 8, 'name': 'Informative', 'count': 749}, {'id': 7, 'name': 'Funny', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 28}, {'id': 21, 'name': 'Unconvincing', 'count': 61}, {'id': 10, 'name': 'Inspiring', 'count': 151}, {'id': 9, 'name': 'Ingenious', 'count': 31}, {'id': 22, 'name': 'Fascinating', 'count': 85}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 24, 'name': 'Persuasive', 'count': 331}, {'id': 25, 'name': 'OK', 'count': 133}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 62}, {'id': 1, 'name': 'Beautiful', 'count': 8}]",2299265
85,843,TEDGlobal 2005,Robert Neuwirth,Robert Neuwirth: The hidden world of shadow cities,1167696660,"[{'id': 8, 'name': 'Informative', 'count': 265}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 2, 'name': 'Confusing', 'count': 36}, {'id': 3, 'name': 'Courageous', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 105}, {'id': 22, 'name': 'Fascinating', 'count': 130}, {'id': 21, 'name': 'Unconvincing', 'count': 97}, {'id': 1, 'name': 'Beautiful', 'count': 18}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 23, 'name': 'Jaw-dropping', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 47}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 7, 'name': 'Funny', 'count': 3}]",673036
499,1001,TED2005,Bjorn Lomborg,Bjorn Lomborg: Global priorities bigger than climate change,1167696660,"[{'id': 3, 'name': 'Courageous', 'count': 283}, {'id': 9, 'name': 'Ingenious', 'count': 139}, {'id': 7, 'name': 'Funny', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 79}, {'id': 2, 'name': 'Confusing', 'count': 63}, {'id': 21, 'name': 'Unconvincing', 'count': 537}, {'id': 1, 'name': 'Beautiful', 'count': 16}, {'id': 8, 'name': 'Informative', 'count': 549}, {'id': 10, 'name': 'Inspiring', 'count': 280}, {'id': 22, 'name': 'Fascinating', 'count': 169}, {'id': 24, 'name': 'Persuasive', 'count': 1668}, {'id': 25, 'name': 'OK', 'count': 111}, {'id': 23, 'name': 'Jaw-dropping', 'count': 67}, {'id': 26, 'name': 'Obnoxious', 'count': 212}]",1391142
371,1321,TED2003,Wade Davis,Wade Davis: Dreams from endangered cultures,1168301460,"[{'id': 1, 'name': 'Beautiful', 'count': 563}, {'id': 8, 'name': 'Informative', 'count': 698}, {'id': 7, 'name': 'Funny', 'count': 68}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 9, 'name': 'Ingenious', 'count': 136}, {'id': 11, 'name': 'Longwinded', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 54}, {'id': 10, 'name': 'Inspiring', 'count': 970}, {'id': 22, 'name': 'Fascinating', 'count': 928}, {'id': 3, 'name': 'Courageous', 'count': 192}, {'id': 23, 'name': 'Jaw-dropping', 'count': 380}, {'id': 24, 'name': 'Persuasive', 'count': 426}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 26, 'name': 'Obnoxious', 'count': 46}]",2532851
59,1115,TED2006,Phil Borges,Phil Borges: Photos of endangered cultures,1168301460,"[{'id': 1, 'name': 'Beautiful', 'count': 126}, {'id': 8, 'name': 'Informative', 'count': 116}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 61}, {'id': 11, 'name': 'Longwinded', 'count': 30}, {'id': 10, 'name': 'Inspiring', 'count': 157}, {'id': 22, 'name': 'Fascinating', 'count': 88}, {'id': 9, 'name': 'Ingenious', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 33}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 7, 'name': 'Funny', 'count': 5}]",882034
203,1046,TEDGlobal 2005,Martin Rees,Martin Rees: Is this our final century?,1168992660,"[{'id': 1, 'name': 'Beautiful', 'count': 214}, {'id': 21, 'name': 'Unconvincing', 'count': 60}, {'id': 7, 'name': 'Funny', 'count': 47}, {'id': 3, 'name': 'Courageous', 'count': 63}, {'id': 9, 'name': 'Ingenious', 'count': 132}, {'id': 11, 'name': 'Longwinded', 'count': 109}, {'id': 8, 'name': 'Informative', 'count': 607}, {'id': 10, 'name': 'Inspiring', 'count': 460}, {'id': 22, 'name': 'Fascinating', 'count': 737}, {'id': 2, 'name': 'Confusing', 'count': 27}, {'id': 25, 'name': 'OK', 'count': 175}, {'id': 24, 'name': 'Persuasive', 'count': 188}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 117}]",2121177
130,1151,TED2006,Robert Wright,Robert Wright: Progress is not a zero-sum game,1168992660,"[{'id': 7, 'name': 'Funny', 'count': 342}, {'id': 11, 'name': 'Longwinded', 'count': 102}, {'id': 9, 'name': 'Ingenious', 'count': 121}, {'id': 3, 'name': 'Courageous', 'count': 140}, {'id': 21, 'name': 'Unconvincing', 'count': 107}, {'id': 2, 'name': 'Confusing', 'count': 55}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 251}, {'id': 10, 'name': 'Inspiring', 'count': 343}, {'id': 22, 'name': 'Fascinating', 'count': 167}, {'id': 24, 'name': 'Persuasive', 'count': 288}, {'id': 25, 'name': 'OK', 'count': 129}, {'id': 23, 'name': 'Jaw-dropping', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 40}]",1090180
47,603,TEDSalon 2006,Steven Johnson,"Steven Johnson: How the ""ghost map"" helped end a killer disease",1170202260,"[{'id': 10, 'name': 'Inspiring', 'count': 94}, {'id': 8, 'name': 'Informative', 'count': 384}, {'id': 22, 'name': 'Fascinating', 'count': 201}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 25, 'name': 'OK', 'count': 66}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 24, 'name': 'Persuasive', 'count': 72}, {'id': 7, 'name': 'Funny', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 5}]",684519
91,1141,TEDGlobal 2005,Charles Leadbeater,Charles Leadbeater: The era of open innovation,1170202260,"[{'id': 9, 'name': 'Ingenious', 'count': 116}, {'id': 3, 'name': 'Courageous', 'count': 29}, {'id': 1, 'name': 'Beautiful', 'count': 32}, {'id': 8, 'name': 'Informative', 'count': 355}, {'id': 10, 'name': 'Inspiring', 'count': 408}, {'id': 22, 'name': 'Fascinating', 'count': 200}, {'id': 11, 'name': 'Longwinded', 'count': 37}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 249}, {'id': 25, 'name': 'OK', 'count': 67}, {'id': 23, 'name': 'Jaw-dropping', 'count': 36}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]",1409327
222,825,TED2005,Pilobolus,"Pilobolus: A dance of ""Symbiosis""",1170979860,"[{'id': 1, 'name': 'Beautiful', 'count': 1810}, {'id': 3, 'name': 'Courageous', 'count': 142}, {'id': 9, 'name': 'Ingenious', 'count': 420}, {'id': 8, 'name': 'Informative', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 22}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 10, 'name': 'Inspiring', 'count': 525}, {'id': 22, 'name': 'Fascinating', 'count': 846}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 2011}, {'id': 24, 'name': 'Persuasive', 'count': 34}, {'id': 25, 'name': 'OK', 'count': 81}, {'id': 26, 'name': 'Obnoxious', 'count': 22}]",3051507
111,1385,TED2005,Anna Deavere Smith,Anna Deavere Smith: Four American characters,1170979860,"[{'id': 3, 'name': 'Courageous', 'count': 179}, {'id': 1, 'name': 'Beautiful', 'count': 186}, {'id': 9, 'name': 'Ingenious', 'count': 151}, {'id': 8, 'name': 'Informative', 'count': 67}, {'id': 2, 'name': 'Confusing', 'count': 31}, {'id': 7, 'name': 'Funny', 'count': 149}, {'id': 10, 'name': 'Inspiring', 'count': 208}, {'id': 22, 'name': 'Fascinating', 'count': 224}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 146}, {'id': 26, 'name': 'Obnoxious', 'count': 39}, {'id': 24, 'name': 'Persuasive', 'count': 36}, {'id': 25, 'name': 'OK', 'count': 37}]",978825
28,869,TED2006,Saul Griffith,Saul Griffith: Everyday inventions,1171843860,"[{'id': 9, 'name': 'Ingenious', 'count': 89}, {'id': 2, 'name': 'Confusing', 'count': 94}, {'id': 10, 'name': 'Inspiring', 'count': 48}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 8, 'name': 'Informative', 'count': 98}, {'id': 22, 'name': 'Fascinating', 'count': 84}, {'id': 21, 'name': 'Unconvincing', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 4}, {'id': 24, 'name': 'Persuasive', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 53}, {'id': 23, 'name': 'Jaw-dropping', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 3}]",442553
