service_request_id,date_requested,neighborhood,service,status,street_address,public_description
4183713,2023-04-08T12:07:00,Midway-Pacific Highway,Encampment,open,"3701 Hancock St, San Diego, CA 92110, USA",TRASH FILLED HOMELESS CAMP IN PUBLIC RIGHT OF WAY ON FREEWAY SIDE OF HANCOCK UNDER TREE.....IT'S AN UNSIGHTLY MESS.....PLEASE DO WHATEVER THE LAW ALLOWS
4183714,2023-04-08T12:07:00,Southeastern San Diego,Parks Issue,open,4012?4098 Alpha St,Weed abatement on city property
4183715,2023-04-08T12:07:00,Peninsula,Street Light Maintenance,open,3601 Oleander Dr,Street light out since 2021!  Will you ever get it done??
4183717,2023-04-08T12:09:00,North Park,Pothole,open,"3305 Upas St, San Diego, CA 92104, USA",Road is falling apart || Describe the exact location of the pothole on the street./On iPad east of felton|| Which lane is the pothole in?/Both lanes|| What is the direction of travel?/Unknown
4183720,2023-04-08T12:11:00,Mid-City:Eastern Area,Parking,open,"2664 55th St, San Diego, CA 92105, USA",Parking in disabled zone  with out place card or disabled  plate.
4183722,2023-04-08T12:13:00,Peninsula,Parking,open,"4329 Mentone St, San Diego, CA 92107, USA","The Nissan has been parked in the same spot for over 2 weeks , windows blacked out ,,, someone living in it?"
4183724,2023-04-08T12:15:00,Navajo,Missed Collection,open,"4902 ZION AV, San Diego, CA 92120",Missed greens.
4183725,2023-04-08T12:15:00,Downtown,Encampment,open,"1426 K ST, San Diego, CA 92101, USA",ENCAMPMENT
4183727,2023-04-08T12:16:00,Navajo,Missed Collection,open,"4902 ZION AV, San Diego, CA 92120",Missed recycling collection
4183730,2023-04-08T12:20:00,Carmel Valley,Traffic Signal Issue,open,12726 Carmel Country Road,Traffic light out Carmel country Rd
4183731,2023-04-08T12:21:00,North Park,Sidewalk Repair Issue,open,4701 Panorama Drive,Sidewalk is dangerous
4183734,2023-04-08T12:24:00,Encanto Neighborhoods,Encampment,open,"5601-5699 Ebbs Pl, San Diego, CA 92114, USA",It appears that there is a tent that just popped up on side of dirt that is located between 1432 and 1444 ebbs st. Specifically where ebbs place turns into dirt road. Please send appropriate personnel to help this person find services
4183735,2023-04-08T12:25:00,Mid-City:City Heights,Parking,open,"4075 University Ave, San Diego, CA 92105, USA",Always parked in disabled parking in front of restaurant. Doesn?t have a handycap sign on vehicle. Asked manager of restaurant after putting my complaint and he answered with attitude that it was his car that he was not disable and wasn?t going to move it.
4183737,2023-04-08T12:26:00,Midway-Pacific Highway,Pothole,open,"2043 W WASHINGTON ST, San Diego, CA 92101, USA",Pothole || LOCATION: On Washington under the bridge || LANE: Far right || Unknown
4183739,2023-04-08T12:27:00,Downtown,Sidewalk Repair Issue,open,202 Market Street,Trip hazzard.  Bricks lifting up. Some drill . 4 inches above ground.  Trip hazzard
4183740,2023-04-08T12:27:00,College Area,Other,open,5233 Countryside Drive,"Miscellaneous trash strewn in front of house, yard and parkway.  Overgrown weeds in parkway. Trash MAY  pose a tripping hazard to persons walking. Overgrown weeds could become a fire hazard in the summer."
4183741,2023-04-08T12:28:00,Clairemont Mesa,Illegal Dumping,open,4282 Genesee Ave,Trash accumulation
4183742,2023-04-08T12:31:00,Mission Beach,Parking,open,15 Ocean Front Walk,Abandoned vehicle in city property inside lifeguards and maintenance area
4183744,2023-04-08T12:36:00,Pacific Beach,Shared Mobility Device,open,904 Felspar St,45
4183745,2023-04-08T12:37:00,Balboa Park,Traffic Signal Timing,open,PARK BL & PRESIDENTS WY,Left turn arrow very short timing
4183747,2023-04-08T12:39:00,La Jolla,Other,open,1100 Coast Blvd,Vendors breaking law
4183748,2023-04-08T12:39:00,La Jolla,Pothole,open,"7206 Via Capri, La Jolla, CA 92037, USA",Deep hole|| Describe the exact location of the pothole on the street./Just east of the round anout|| Which lane is the pothole in?/Right|| What is the direction of travel?/Eastbound
4183749,2023-04-08T12:42:00,Pacific Beach,Shared Mobility Device,open,1200 Garnet Ave,46
4183750,2023-04-08T12:42:00,La Jolla,Pothole,open,"7576 La Jolla Mesa Dr, La Jolla, CA 92037, USA",Deep hole|| Describe the exact location of the pothole on the street./Just north of intersection|| Which lane is the pothole in?/Right|| What is the direction of travel?/Northbound
4183754,2023-04-08T12:44:00,Pacific Beach,Shared Mobility Device,open,1176 Garnet Ave,46
4183755,2023-04-08T12:44:00,Ocean Beach,Weed Cleanup,open,West Point Loma Blvd & Nimitz Blvd,Overgrown Weeds Eliminating Safe Walking on Sidewalk
4183756,2023-04-08T12:45:00,Downtown,Street Light Maintenance,open,1262 Kettner Blvd,Electric cover at base removed
4183757,2023-04-08T12:46:00,Mid-City:Normal Heights,Missed Collection,open,"4436 BANCROFT ST, San Diego, CA 92116",Whole street missed for trash collection
4183758,2023-04-08T12:46:00,Mid-City:Kensington-Talmadge,Environmental Services Code Compliance,open,"Unnamed Road, San Diego, CA 92115, USA",Trash container in alley behind 4444 48th st. Note was placed on container that trash can't be collected due to the container being damaged. Container has sat in the alley for over 3 weeks without the trash being collected. Trash is starting to be dumped in the alley due to this.
4183759,2023-04-08T12:48:00,La Jolla,ROW Maintenance,open,6601?6603 La Jolla Scenic Dr S,City sign left behind church sign for over a year. This waste costs us all.
4183761,2023-04-08T12:48:00,Mission Bay Park,Encampment,open,2525 Bacon St,Homeless living  up against our fence line in Robb field
4183763,2023-04-08T12:50:00,Pacific Beach,Shared Mobility Device,open,1072?1098 Thomas Ave,47
4183764,2023-04-08T12:50:00,Clairemont Mesa,Missed Collection,open,3916 Cadden Way,Blue can not picked up.
4183766,2023-04-08T12:51:00,Clairemont Mesa,Tree Maintenance,open,4570 Leathers St,Hazardous Overgrown Tree Fallen on Private Property causing damage
4183768,2023-04-08T12:54:00,Mira Mesa,Parking,open,Alonda Ct,Car hasn?t moved in over a month
4183770,2023-04-08T12:55:00,University,Street Sweeping,open,3204 Caminito Eastbluff,Street cleaning
4183771,2023-04-08T12:55:00,North Park,Weed Cleanup,open,4405 Louisiana Street,Traffic circle and corner planters at intersection of Meade and Louisiana are overgrown with weeds
4183772,2023-04-08T12:58:00,Clairemont Mesa,Tree Maintenance,open,"4570 LEATHERS ST, 92117",TREE BEHIND 4570 LEATHERS ST IS LEANING AND LOOKS LIKE IT'S ABOUT TO FALLEN ONTO PROPERTY. DIANE 516-526-9338.
4183773,2023-04-08T12:59:00,Uptown,Parking,open,"4070 Centre St, San Diego, CA 92103, USA","This car repeatedly parks in handicapped parking reserved for out disabled neighbors. It has been addressed numerous times, and the owner laughs about it."
4183774,2023-04-08T13:00:00,Pacific Beach,Shared Mobility Device,open,4000 Fanuel St,Ninety
4183775,2023-04-08T13:00:00,Clairemont Mesa,Tree Maintenance,open,"2724 ARIANE DR, San Diego, CA 92117, USA",Tree falling towards street
4183776,2023-04-08T13:00:00,Navajo,Missed Collection,open,"5896 ADOBE FALLS RD, San Diego, CA 92120, USA",Missed trash
4183777,2023-04-08T13:03:00,Rancho Bernardo,Parking,open,"12312 Escala Dr, San Diego, CA 92128, USA",This truck is multi-color (silver and burgundy) and has been parked in front of the house for the last 6 weeks with bricks behind the rear tires. It has not moved. There are no plates in the front
4183778,2023-04-08T13:03:00,Clairemont Mesa,Encampment,open,"Idlewild Way, San Diego, CA 92117, USA",Parked at the school abandoned
4183779,2023-04-08T13:04:00,Encanto Neighborhoods,Graffiti - Public,open,201?299 Escuela St,Grafitti on private property
4183780,2023-04-08T13:04:00,North Park,Other,open,3373 Herman Ave,Green Bin Exchange
4183781,2023-04-08T13:04:00,Downtown,Encampment,open,1300?1398 K St,A small encampment at tailgate parking lot.
4183782,2023-04-08T13:05:00,Kearny Mesa,Pothole,open,"4998-4994 Shawline St, San Diego, CA 92111, USA",HUGE pothole that is very hard to avoid when turning left from Shawline onto. Very dangerous as people swerve into the other turn lane to avoid. The pothole is very large and very deep.|| Describe the exact location of the pothole on the street./Shawline and clairemont mesa blvd.|| Which lane is the pothole in?/Left turn lane|| What is the direction of travel?/Northbound
4183783,2023-04-08T13:06:00,Mid-City:Eastern Area,Other,open,6775 Amherst Street,Nuisance Barking Dog
4183785,2023-04-08T13:09:00,Ocean Beach,Parking,open,"4669 Long Branch Ave, San Diego, CA 92107, USA",Parker?s over 72 hours
4183786,2023-04-08T13:10:00,Downtown,Illegal Dumping,open,"1099-1025 W Laurel St, San Diego, CA 92101, USA","Trash has been building up next to Laurel Airport Parking for weeks, as no one emptied the dumpster. I witnessed Waste Management remove the dumpster earlier this week, yet failed to remove the trash due to overflow. There is at least 15 bags of trash there and it is all ripped open, due to the homeless population. It has also become an opertunist dump sight."
4183787,2023-04-08T13:10:00,Torrey Pines,Pothole,open,3301?3309 Carmel Mountain Rd,Potholes  || LOCATION: Corner light  || LANE: All lanes || Eastbound
4183788,2023-04-08T13:10:00,Otay Mesa,Parking,open,"Pogo Row, San Diego, CA 92154, USA",blue Nissan Sentra at the corner of Heritage and Pogo Road. northeast of Brown Field.
4183790,2023-04-08T13:12:00,Mira Mesa,Pothole,open,"9424 Camino Ruiz, San Diego, CA 92126, USA",Potholes in multiple lanes when going north for the next mile all along this road. || Describe the exact location of the pothole on the street./Next mile.|| Which lane is the pothole in?/Multiple lanes|| What is the direction of travel?/Northbound
4183791,2023-04-08T13:13:00,Encanto Neighborhoods,Parking,open,"5215 Olvera Ave, San Diego, CA 92114, USA","This vehicle parked in front of my house has been here with out move for over 4 weeks now! Asked my neighbors , no body van idk maybe stolen ?"
4183793,2023-04-08T13:14:00,Mira Mesa,Pothole,open,"10694 Camino Ruiz, San Diego, CA 92126, USA",Potholes at the intersection|| Describe the exact location of the pothole on the street./Potholes at the intersection|| Which lane is the pothole in?/|| What is the direction of travel?/Northbound
4183794,2023-04-08T13:16:00,University,Pothole,open,"Miramar Rd, San Diego, CA 92121, USA",Potholes for the next mile on multiple lanes when going East on Miramar Road.|| Describe the exact location of the pothole on the street./Potholes for the next mileson multiple lanes when going East on Miramar Road.|| Which lane is the pothole in?/multiple|| What is the direction of travel?/Eastbound
4183795,2023-04-08T13:17:00,Pacific Beach,Shared Mobility Device,open,936 Pacific Beach Dr,92
4183796,2023-04-08T13:17:00,North Park,Parking,open,3939 Iowa Street,Truck parked in white zone
4183798,2023-04-08T13:18:00,Pacific Beach,Shared Mobility Device,open,908 Pacific Beach Dr,48
4183799,2023-04-08T13:19:00,North Park,Parking,open,3939 Iowa Street,Car parked in white zone
4183800,2023-04-08T13:20:00,Downtown,Encampment,open,130 13th St,They have drug paraphernalia and a tent up
4183802,2023-04-08T13:20:00,Pacific Beach,Parking,open,1032 Agate St,Car parked for two months not moved
4183804,2023-04-08T13:22:00,Clairemont Mesa,Street Sweeping,open,"3000 CLAIREMONT DR, 92117",DEBRIS FROM ACCIDENT IN MEDIAN PER SDPD.
4183805,2023-04-08T13:22:00,Mid-City:Normal Heights,Parking,open,4710?4722 32nd St,Parking time limit
4183806,2023-04-08T13:23:00,Linda Vista,Pothole,open,"2511-2559 Genesee Ave, San Diego, CA 92111, USA",The surface is uneven and the potholes that were fixed were not properly done.  Proper resurfacing needs to be done.|| Describe the exact location of the pothole on the street./The only lane under the bridge. The surface is uneven and the potholes that were fixed were not properly done.  Proper resurfacing needs to be done.|| Which lane is the pothole in?/The only lane || What is the direction of travel?/Eastbound
4183807,2023-04-08T13:26:00,Uptown,Parking,open,"4070 Centre St, San Diego, CA 92103, USA",Person parks daily in disabled parking spot on street in front of house
4183808,2023-04-08T13:26:00,Mid-City:City Heights,Missed Collection,open,4365 Laurel St,Missed greenery pickup
4183810,2023-04-08T13:26:00,Mission Valley,Pothole,open,"575-599 Morena Blvd, San Diego, CA 92110, USA",Morena Blvd road underneath the bridge has potholes and uneven surface on both sides.|| Describe the exact location of the pothole on the street./Morena Blvd road underneath the bridge has potholes and uneven surface on both sides.|| Which lane is the pothole in?/both sides|| What is the direction of travel?/Southbound
4183811,2023-04-08T13:27:00,Downtown,Graffiti - Public,open,1642 Seventh Ave,Graffitti
4183812,2023-04-08T13:28:00,Downtown,Other,open,1643 Sixth Ave,Human poo
4183813,2023-04-08T13:29:00,University,Traffic Signal Timing,open,"7653 Palmilla Dr, San Diego, CA 92122, USA","New street sensors were installed at the Arriba/Palmilla intersection late last week and since then, the lights' operation is clearly on the timing cycle, not driven by the sensors, as the lights are staying green well past the time when cars are present."
4183814,2023-04-08T13:29:00,Balboa Park,Graffiti - Public,open,Sixth Ave,Graffitti
4183815,2023-04-08T13:29:00,Balboa Park,Graffiti - Public,open,1780?1798 Sixth Ave,Graffitti
4183816,2023-04-08T13:30:00,Peninsula,Parking,open,"2236 LUCERNE DR, San Diego, CA 92106, USA",Parked for 5 days on street
4183817,2023-04-08T13:30:00,Navajo,Pothole,open,"5910 Mission Gorge Rd, San Diego, CA 92120, USA","On March 31 2023 approx 8:12 PM driving my front left tire viloently hit what seemed to be a large pothole. i didn't see it. i was heading east to Friars rd left to head home from the 711 on Mission George rd. When I left my house a few days later on April 3 2023 i drove to Evans Tires on Mission George where i purchased my tires and they checked and there was a large bubble in the tire that hit the pothole. I scheduled an appt. the following day to replace the tire which was covered, install and alignment which was affected by the hit. i have receipts and photos taken yesterday April 7 2023. As i stood in the middle of the road to take photos and watched other vehicles do exactly what i did. It looks like the entire road is cracking deep.|| Describe the exact location of the pothole on the street./The large pot holes are across the street from 5910 Mission George rd, the Toyota dealership.|| Which lane is the pothole in?/left lane. I was taking pics another veh|| What is the direction of travel?/Unknown"
4183818,2023-04-08T13:30:00,Southeastern San Diego,Street Sweeping,open,3221 Webster Avenue,Rocks and sand dumped on street
4183819,2023-04-08T13:31:00,Balboa Park,Graffiti - Public,open,Balboa Park,Graffitti
4183820,2023-04-08T13:31:00,Downtown,Sidewalk Repair Issue,open,410 Island Avenue,Cover plate missing on rainbird connection
4183822,2023-04-08T13:32:00,Balboa Park,Graffiti - Public,open,Sixth Ave,Graffitti
4183823,2023-04-08T13:33:00,Uptown,Graffiti - Public,open,"1782 06TH AV, San Diego, CA 92101, USA",Graffiti
4183824,2023-04-08T13:34:00,Mid-City:City Heights,Graffiti - Public,open,4055 42nd Street,"Public graffiti, between University & Polk Avenues, and 42nd Street & Van Dyke Ave."
4183825,2023-04-08T13:34:00,Downtown,Graffiti - Public,open,1620 Sixth Ave,Graffitti
4183826,2023-04-08T13:35:00,Downtown,Graffiti - Public,open,1612 Sixth Ave,Graffiti
4183827,2023-04-08T13:36:00,Downtown,Graffiti - Public,open,1643 Sixth Ave,Graffitti
4183828,2023-04-08T13:37:00,Kearny Mesa,Pothole,open,4720 Mercury St,Potholes  || LOCATION: 4699 Mercury Street  || LANE: 1 || Southbound
4183829,2023-04-08T13:38:00,Navajo,Missed Collection,open,"7043 Renkrib Ave, San Diego, CA 92119, USA",Missed trash collection at our house
4183830,2023-04-08T13:38:00,Downtown,Sidewalk Repair Issue,open,450 J Street,Rainbird cover missing
4183831,2023-04-08T13:40:00,Rancho Penasquitos,Parking,open,13776 Via Rimini,Over 72 hour parking
4183833,2023-04-08T13:44:00,Skyline-Paradise Hills,Graffiti - Public,open,2802 Dusk Drive,Fence
4183834,2023-04-08T13:46:00,Peninsula,Parking,open,2818 Camulos St,Abondoned Vehicle with no registration
4183835,2023-04-08T13:48:00,Mid-City:City Heights,Missed Collection,open,3139 42nd St,Missed recycling collection
4183836,2023-04-08T13:48:00,Pacific Beach,Pothole,open,2619?2635 Garnet Ave,"Pot hole on right most lane of Garnet Ave between Rose Creek Trail and Mission Bay Drive, watch out it?s a doozy! || LOCATION: On east bound lanes (right most) of Garnet Ave, between Rose Creek & Mission Bay Dr || LANE: Right of Eastbound (southern most) || Eastbound"
4183837,2023-04-08T13:49:00,Reserve,Pothole,open,2710 VILLA DE LA VALLE,"Potholes on this road are so severe that I just destroyed a tire and possibly a wheel. Currently awaiting a tow from AAA. || Describe the exact location of the pothole on the street./East of 5 on via de la Valle, going westward|| Which lane is the pothole in?/Multiple|| What is the direction of travel?/Westbound"
4183838,2023-04-08T13:49:00,Old Town San Diego,Shared Mobility Device,open,2829 Juan St,96
4183839,2023-04-08T13:49:00,Old Town San Diego,Shared Mobility Device,open,2829 Juan St,49
4183843,2023-04-08T13:53:00,Old Town San Diego,Shared Mobility Device,open,2509 Juan St,Fifty
4183844,2023-04-08T13:54:00,Old Town San Diego,Shared Mobility Device,open,2444 San Diego Ave,96
4183846,2023-04-08T13:58:00,Uptown,Shared Mobility Device,open,1955 San Diego Ave,97
4183848,2023-04-08T13:58:00,La Jolla,Parking,open,"8975 Cliffridge Ave, La Jolla, CA 92037, USA",It is a chronic issue. The whole corner is a chronic issue where UCSD students and workers blatantly ignore 2 hour limit and park there from 5:00 AM to as late as 8:00 PM. Not only do they park there but they make a lot of noise in the early hours of the morning disturbing the entire street. This is not just an issue with this car but hundreds of other cars that park throughout the week. Please send daily parking enforcement.
4183849,2023-04-08T13:59:00,Downtown,Encampment,open,1043 G St,Homeless encampment
4183851,2023-04-08T14:03:00,La Jolla,Parking,open,"8975 Cliffridge Ave, La Jolla, CA 92037, USA",It is a chronic issue. The whole corner is a chronic issue where UCSD students and workers blatantly ignore 2 hour limit and park there from 5:00 AM to as late as 8:00 PM. Not only do they park there but they make a lot of noise in the early hours of the morning disturbing the entire street.
4183852,2023-04-08T14:08:00,Downtown,Stormwater Code Enforcement,open,511 Eighth Avenue,Oil or grease spill from construction equipment
4183853,2023-04-08T14:08:00,Mid-City:Kensington-Talmadge,Missed Collection,open,"4430 Estrella Ave, San Diego, CA 92115, USA",Greenery not picked up for 2 months!!! Recycles not picked up this week
4183854,2023-04-08T14:09:00,Serra Mesa,Pothole,open,7127?7761 Mission Center Rd,Big pothole || LOCATION: Mission center road head towards Murray ridge rd || LANE: Middle of merge || Southbound
4183855,2023-04-08T14:09:00,Encanto Neighborhoods,Parking,open,"6322 Mallard St, San Diego, CA 92114, USA","The vehicle has been parked here for over 2 weeks, it's not covered with dirt and bird droppings and cobwebs"
4183856,2023-04-08T14:10:00,Downtown,Stormwater Code Enforcement,open,511 Eighth Avenue,Oil spill from construction equipment
4183857,2023-04-08T14:10:00,North Park,Illegal Dumping,open,2120 University Ave,Burnt garbage container
4183858,2023-04-08T14:10:00,Uptown,Shared Mobility Device,open,"308 UNIVERSITY AV, San Diego, CA 92103, USA",51
4183860,2023-04-08T14:14:00,Downtown,Graffiti - Public,open,"998 First Ave., San Diego, CA 92101, USA",The graffiti is on the north west side of the intersection on the side of the bridge. It?s by the Ted Williams on ramp from Rancho Carmel.
4183861,2023-04-08T14:14:00,Kearny Mesa,Pothole,open,"4178 KEARNY MESA RD, San Diego, CA 92111, USA",Many potholes  || LOCATION: Kearny Villa Road and Othello  || LANE: 2 || Southbound
4183862,2023-04-08T14:14:00,Pacific Beach,Pothole,open,2525 Garnet Ave,"Pothole || LOCATION: East bound, left lane,on Balboa/Garnet. Near Rose creek cottage  || LANE: Left || Eastbound"
4183864,2023-04-08T14:15:00,Mid-City:Normal Heights,Missed Collection,open,"4493 Bancroft St, San Diego, CA 92116, USA","The trash was not collected from my entire block on both sides of the street. Please arrange a truck to come as there will be flies, etc."
4183865,2023-04-08T14:16:00,Peninsula,Dead Animal,open,"4423 CORONADO AV, San Diego, CA 92107, USA",Roadkill
4183866,2023-04-08T14:16:00,Uptown,Shared Mobility Device,open,610 Pennsylvania Ave,98
4183867,2023-04-08T14:16:00,Peninsula,Parking,open,"2930-2998 Fenelon St, San Diego, CA 92106, USA",Light blue impala been parked on residential street for more then 14 days. Has a parking ticket but car still hs not moved. The license plate is expired as well.
4183869,2023-04-08T14:20:00,North Park,Pothole,open,"1859 Pentuckett Ave, San Diego, CA 92104, USA","Large pothole/sinkhole directly in front of my driveway entrance approximately 3'-4' diameter with sizeable depth. || Describe the exact location of the pothole on the street./Directly in front of driveway upon turning in...hard to avoid.|| Which lane is the pothole in?/Residential street, no markings|| What is the direction of travel?/"
4183870,2023-04-08T14:21:00,Mission Beach,Graffiti - Public,open,2663 Ocean Front Walk,Graffiti taggers 4/6/23 4:00 pm White Female and white male both tagging neighborhood in South Mission Beach
4183871,2023-04-08T14:21:00,Clairemont Mesa,Pothole,open,3932 Armstrong St,Pothole || LOCATION: Armstrong St and Salerno Street || LANE: 1 || Northbound
4183872,2023-04-08T14:22:00,Mission Beach,Graffiti - Public,open,2663 Ocean Front Walk,Taggers
4183873,2023-04-08T14:24:00,Uptown,Shared Mobility Device,open,"464 LAUREL ST, San Diego, CA 92103, USA",99
4183874,2023-04-08T14:25:00,Uptown,Shared Mobility Device,open,495 Laurel St,52
4183875,2023-04-08T14:25:00,Midway-Pacific Highway,Shared Mobility Device,open,Sports Arena Blvd,53
4183876,2023-04-08T14:26:00,Downtown,Shared Mobility Device,open,"352 06TH AV, San Diego, CA 92101, USA",15 illegal birds making San Diego look ugly i?ve been here all night and now all day
4183877,2023-04-08T14:26:00,Mira Mesa,Pothole,open,8155 Gold Coast Drive,"Pothole, gold coast eastbound bound || LOCATION: 8155 gold coast || LANE: Eastbound || Eastbound"
4183879,2023-04-08T14:29:00,Encanto Neighborhoods,Other,open,303 47th St,"STILL! Neglected dogs are left out to bark 24/7 at el rey trailer plaza. The dog owners and plaza mgmt are regularly violating city of San Diego noise, and animal codes!"
4183880,2023-04-08T14:30:00,Uptown,Shared Mobility Device,open,1940 Third Ave,One hundred
4183881,2023-04-08T14:30:00,College Area,Parking,open,5201 Mandalay Rd,Trailer parked on road
4183882,2023-04-08T14:32:00,Downtown,Encampment,open,510 Eighth Ave,602 refuses to relocate.
4183883,2023-04-08T14:32:00,College Area,Other,open,4736 Baylor Dr,Blocking driveway violation CA vehicle code 22500(e)(1)
4183884,2023-04-08T14:33:00,Uptown,Shared Mobility Device,open,543?599 Ivy St,101
4183885,2023-04-08T14:33:00,Mira Mesa,Pothole,open,8606 Reagan Place,"Potholes || LOCATION: Potholes both lanes, Marauder way || LANE: East and west || Eastbound"
4183886,2023-04-08T14:34:00,La Jolla,Pothole,open,"7698-7600 Via Capri, La Jolla, CA 92037, USA",Bad pothole on downhill side of Via Capri just after passing Via Bartletta heading toward Hidden Valley Road|| Describe the exact location of the pothole on the street./Nearest crossstreet is Via Bartletta|| Which lane is the pothole in?/downhill side of Via Capri|| What is the direction of travel?/Eastbound
4183888,2023-04-08T14:36:00,Pacific Beach,Parking,open,1128 Missouri St,Car parked more than 3 days
4183890,2023-04-08T14:39:00,Clairemont Mesa,Parking,open,3663 Ben St,Car has been parked for over a week not moved
4183891,2023-04-08T14:41:00,Downtown,Encampment,open,1402 K St,Encampments off 14th & K .
4183893,2023-04-08T14:42:00,Downtown,Encampment,open,1402 K St,Encampments off of 14th & K
4183894,2023-04-08T14:42:00,Linda Vista,Encampment,open,3026?3160 Genesee Ave,Active camp
4183895,2023-04-08T14:43:00,Downtown,Encampment,open,1402 K St,Encampments off of 14th & K
4183896,2023-04-08T14:44:00,La Jolla,Sidewalk Repair Issue,open,"Nottingham Pl, San Diego, CA 92037, USA",Deep pothole corner of Cliffridge Avenue and Nottingham Place
4183897,2023-04-08T14:44:00,Downtown,Encampment,open,"1450 K ST, San Diego, CA 92101, USA",Encampments off of 14th & K
4183898,2023-04-08T14:45:00,Balboa Park,Shared Mobility Device,open,1073?1245 El Prado,54
4183899,2023-04-08T14:46:00,Linda Vista,Pothole,open,5401 Linda Vista Rd,Pot hole in left hand lane that keeps growing in size || LOCATION: Left hand lane heading towards USD (roughly in front of ballast point) || LANE: Left || Unknown
4183900,2023-04-08T14:46:00,Mira Mesa,Pothole,open,"8454 Mira Mesa Blvd, San Diego, CA 92126, USA",Pothole located in left eastbound lane on Mira Mesa Blvd.  Right by the large high school sign.|| Describe the exact location of the pothole on the street./Pothole located in left eastbound lane on Mira Mesa Blvd.  Right by the large high school sign.|| Which lane is the pothole in?/Pothole located in left eastbound lane.|| What is the direction of travel?/Eastbound
4183901,2023-04-08T14:46:00,Balboa Park,Shared Mobility Device,open,1073?1245 El Prado,55
4183902,2023-04-08T14:46:00,Balboa Park,Shared Mobility Device,open,"1326 EL PRADO, San Diego, CA 92101, USA",56
4183904,2023-04-08T14:48:00,Downtown,Encampment,open,1452 K St,People need to be relocated. Trashing up the area.
4183905,2023-04-08T14:49:00,Mira Mesa,Pothole,open,"8096 Mira Mesa Blvd, San Diego, CA 92126, USA","Pothole in right westbound lane on Mira Mesa Blvd, east of Reagan Rd.|| Describe the exact location of the pothole on the street./Pothole in right westbound lane on Mira Mesa Blvd, east of Reagan Rd.|| Which lane is the pothole in?/Right westbound lane.|| What is the direction of travel?/Westbound"
4183907,2023-04-08T14:51:00,Linda Vista,Encampment,open,"2824 GENESEE AV, San Diego, CA 92111, USA",Huge camp made of mud and sticks and stuff
4183908,2023-04-08T14:51:00,Pacific Beach,Parking,open,1484 Garnet Avenue,Truck parked on sidewalk.
4183909,2023-04-08T14:52:00,Downtown,Shared Mobility Device,open,"146 ISLAND AV, San Diego, CA 92101, USA",Road I
4183910,2023-04-08T14:53:00,Mid-City:Kensington-Talmadge,Missed Collection,open,"5018 Marlborough Dr, San Diego, CA 92116, USA",No recycling picked up. Appears rest of street wad
4183911,2023-04-08T14:54:00,Downtown,Shared Mobility Device,open,110 W Island Ave,12 illegal birds is greater than four
4183912,2023-04-08T14:55:00,Downtown,Encampment,open,560 16th St,Drug use. Beating dogs causing barking and yelling. Defication.
4183913,2023-04-08T14:56:00,Downtown,Encampment,open,1575 K St,Need to be relocated.
4183914,2023-04-08T14:56:00,Southeastern San Diego,Graffiti - Public,open,Dennis V. Allen Park,Graffiti
4183915,2023-04-08T14:56:00,Downtown,Shared Mobility Device,open,340 Market Street,19 staged Birds. SD is a Gloria joke.
4183917,2023-04-08T14:58:00,San Ysidro,Illegal Dumping,open,182?298 E Hall Ave,Tube on walkway
4183918,2023-04-08T14:59:00,Mid-City:Eastern Area,Missed Collection,open,4832 68th Street,Greens not picked up.
4183919,2023-04-08T15:01:00,Peninsula,Pothole,open,2971 Poinsettia Drive,Potholes || LOCATION: Poinsettia Dr. & Leland St.  || LANE: Poinsettia Dr. turning right onto Leland || Northbound
4183920,2023-04-08T15:01:00,Balboa Park,Graffiti - Public,open,"3194 ZOO DR, San Diego, CA 92101, USA",Graffiti on transhumance receptacle at War Memorial building.
4183921,2023-04-08T15:02:00,Ocean Beach,Parking,open,5184 W Point Loma Blvd,Parking on park grass
4183922,2023-04-08T15:03:00,Downtown,Encampment,open,1402 K St,Homeless need to be relocated
4183923,2023-04-08T15:03:00,Clairemont Mesa,Other,open,4515 Donald Avenue,Tall struture being built in neighbors (rental) house up against shared wall/fence.
4183924,2023-04-08T15:08:00,Downtown,Encampment,open,501?549 15th St,Encampments
4183926,2023-04-08T15:09:00,Clairemont Mesa,Pothole,open,Genesee Ave,"Bumpy road on genesee betweeen lehrer and 52 entrance, please fix || LOCATION: Genesee Ave between lehrer and 52, northbound lanes  || LANE: Both || Northbound"
4183927,2023-04-08T15:11:00,Southeastern San Diego,Encampment,open,"Unnamed Road, San Diego, CA 92113, USA","Alley of imperial ave between 28th st and 29th St , campaments with many people doing drugs, pile garbage and many bikes,  between to metal recycling"
4183928,2023-04-08T15:11:00,Mid-City:City Heights,Illegal Dumping,open,3675 Ash St,Illegal dumping
4183929,2023-04-08T15:12:00,Downtown,Encampment,open,"554 15th St, San Diego, CA 92101, USA",We have reported upwards of 70 times in the last week. You need to make it right for us. We don?t deserve to live like this. They have been beating their dog. Shooting up dogs. Getting naked. We have kids. Unacceptable to say nothing can be done because you were able to keep the streets damn clean when there was news cameras on us
4183930,2023-04-08T15:12:00,Balboa Park,Shared Mobility Device,open,2215 E Pan American Rd,55
4183931,2023-04-08T15:13:00,Mid-City:City Heights,Illegal Dumping,open,3675 Ash St,Illegal dumping
4183932,2023-04-08T15:13:00,Linda Vista,Encampment,open,3026?3160 Genesee Ave,Camp with many personal belongings
